nba_player_id,nba_player_url,scrape_status,error,birthday,recruiting_year,recruiting_rank,college_url,college_player_id,height_inches,weight_lb
johnsja02,https://www.basketball-reference.com/players/j/johnsja02.html,ok,,1989-02-08,2007.0,47.0,https://www.sports-reference.com/cbb/players/jajuan-johnson-1.html,jajuan-johnson-1,82.0,221.0
jordaje01,https://www.basketball-reference.com/players/j/jordaje01.html,ok,,1986-09-29,,,https://www.sports-reference.com/cbb/players/jerome-jordan-1.html,jerome-jordan-1,84.0,253.0
josepco01,https://www.basketball-reference.com/players/j/josepco01.html,ok,,1991-08-20,2010.0,13.0,https://www.sports-reference.com/cbb/players/cory-joseph-1.html,cory-joseph-1,74.0,200.0
kanteen01,https://www.basketball-reference.com/players/k/kanteen01.html,ok,,1992-05-20,2010.0,7.0,,,82.0,250.0
kennedj01,https://www.basketball-reference.com/players/k/kennedj01.html,ok,,1989-11-05,,,https://www.sports-reference.com/cbb/players/dj-kennedy-1.html,dj-kennedy-1,78.0,215.0
knighbr03,https://www.basketball-reference.com/players/k/knighbr03.html,ok,,1991-12-02,2010.0,4.0,https://www.sports-reference.com/cbb/players/brandon-knight-1.html,brandon-knight-1,74.0,182.0
leema01,https://www.basketball-reference.com/players/l/leema01.html,ok,,1990-05-22,2008.0,20.0,https://www.sports-reference.com/cbb/players/malcolm-lee-1.html,malcolm-lee-1,77.0,200.0
leonaka01,https://www.basketball-reference.com/players/l/leonaka01.html,ok,,1991-06-29,2009.0,48.0,https://www.sports-reference.com/cbb/players/kawhi-leonard-1.html,kawhi-leonard-1,78.0,225.0
leslitr01,https://www.basketball-reference.com/players/l/leslitr01.html,ok,,1990-03-29,,,https://www.sports-reference.com/cbb/players/travis-leslie-1.html,travis-leslie-1,76.0,205.0
leuerjo01,https://www.basketball-reference.com/players/l/leuerjo01.html,ok,,1989-05-14,2007.0,88.0,https://www.sports-reference.com/cbb/players/jon-leuer-1.html,jon-leuer-1,82.0,228.0
liggide01,https://www.basketball-reference.com/players/l/liggide01.html,ok,,1988-03-31,2008.0,34.0,https://www.sports-reference.com/cbb/players/deandre-liggins-1.html,deandre-liggins-1,78.0,209.0
macklve01,https://www.basketball-reference.com/players/m/macklve01.html,ok,,1986-09-20,2006.0,16.0,https://www.sports-reference.com/cbb/players/vernon-macklin-1.html,vernon-macklin-1,82.0,227.0
macksh01,https://www.basketball-reference.com/players/m/macksh01.html,ok,,1990-04-22,,,https://www.sports-reference.com/cbb/players/shelvin-mack-1.html,shelvin-mack-1,75.0,203.0
mooreet01,https://www.basketball-reference.com/players/m/mooreet01.html,ok,,1989-02-25,2007.0,23.0,https://www.sports-reference.com/cbb/players/etwaun-moore-1.html,etwaun-moore-1,75.0,191.0
mooremi01,https://www.basketball-reference.com/players/m/mooremi01.html,ok,,1975-11-04,,,https://www.sports-reference.com/cbb/players/mikki-moore-1.html,mikki-moore-1,84.0,225.0
morrida01,https://www.basketball-reference.com/players/m/morrida01.html,ok,,1991-01-03,,,https://www.sports-reference.com/cbb/players/darius-morris-1.html,darius-morris-1,76.0,195.0
morrima02,https://www.basketball-reference.com/players/m/morrima02.html,ok,,1989-09-02,2007.0,92.0,https://www.sports-reference.com/cbb/players/markieff-morris-1.html,markieff-morris-1,81.0,245.0
morrima03,https://www.basketball-reference.com/players/m/morrima03.html,ok,,1989-09-02,2007.0,62.0,https://www.sports-reference.com/cbb/players/marcus-morris-1.html,marcus-morris-1,80.0,218.0
ortonda01,https://www.basketball-reference.com/players/o/ortonda01.html,ok,,1990-08-06,2009.0,19.0,https://www.sports-reference.com/cbb/players/daniel-orton-1.html,daniel-orton-1,82.0,255.0
pargoja01,https://www.basketball-reference.com/players/p/pargoja01.html,ok,,1979-10-22,,,https://www.sports-reference.com/cbb/players/jannero-pargo-1.html,jannero-pargo-1,73.0,175.0
pargoje01,https://www.basketball-reference.com/players/p/pargoje01.html,ok,,1986-03-17,2005.0,84.0,https://www.sports-reference.com/cbb/players/jeremy-pargo-1.html,jeremy-pargo-1,74.0,219.0
parsoch01,https://www.basketball-reference.com/players/p/parsoch01.html,ok,,1988-10-25,2007.0,39.0,https://www.sports-reference.com/cbb/players/chandler-parsons-1.html,chandler-parsons-1,81.0,230.0
pendeje02,https://www.basketball-reference.com/players/p/pendeje02.html,ok,,1987-04-29,,,https://www.sports-reference.com/cbb/players/jeff-pendergraph-1.html,jeff-pendergraph-1,81.0,240.0
reidry01,https://www.basketball-reference.com/players/r/reidry01.html,ok,,1986-10-30,,,https://www.sports-reference.com/cbb/players/ryan-reid-1.html,ryan-reid-1,80.0,232.0
rubiori01,https://www.basketball-reference.com/players/r/rubiori01.html,ok,,1990-10-21,,,,,74.0,190.0
russewa02,https://www.basketball-reference.com/players/r/russewa02.html,ok,,1982-10-06,,,https://www.sports-reference.com/cbb/players/walker-russell-2.html,walker-russell-2,72.0,170.0
selbyjo01,https://www.basketball-reference.com/players/s/selbyjo01.html,ok,,1991-03-27,2010.0,6.0,https://www.sports-reference.com/cbb/players/josh-selby-1.html,josh-selby-1,74.0,183.0
shumpim01,https://www.basketball-reference.com/players/s/shumpim01.html,ok,,1990-06-26,2008.0,22.0,https://www.sports-reference.com/cbb/players/iman-shumpert-1.html,iman-shumpert-1,77.0,212.0
silasxa01,https://www.basketball-reference.com/players/s/silasxa01.html,ok,,1988-01-22,,,https://www.sports-reference.com/cbb/players/xavier-silas-1.html,xavier-silas-1,77.0,205.0
singlch01,https://www.basketball-reference.com/players/s/singlch01.html,ok,,1989-11-21,2008.0,14.0,https://www.sports-reference.com/cbb/players/chris-singleton-1.html,chris-singleton-1,80.0,230.0
singlja01,https://www.basketball-reference.com/players/s/singlja01.html,ok,,1981-07-20,,,https://www.sports-reference.com/cbb/players/james-singleton-1.html,james-singleton-1,80.0,216.0
sloando01,https://www.basketball-reference.com/players/s/sloando01.html,ok,,1988-01-15,2006.0,90.0,https://www.sports-reference.com/cbb/players/donald-sloan-1.html,donald-sloan-1,75.0,205.0
smithgr02,https://www.basketball-reference.com/players/s/smithgr02.html,ok,,1991-01-08,,,https://www.sports-reference.com/cbb/players/greg-smith-3.html,greg-smith-3,82.0,250.0
smithje01,https://www.basketball-reference.com/players/s/smithje01.html,ok,,1987-09-26,2006.0,45.0,https://www.sports-reference.com/cbb/players/jerry-smith-1.html,jerry-smith-1,74.0,190.0
smithno01,https://www.basketball-reference.com/players/s/smithno01.html,ok,,1988-07-25,2007.0,18.0,https://www.sports-reference.com/cbb/players/nolan-smith-1.html,nolan-smith-1,74.0,185.0
stiemgr01,https://www.basketball-reference.com/players/s/stiemgr01.html,ok,,1985-09-26,2004.0,37.0,https://www.sports-reference.com/cbb/players/greg-stiemsma-1.html,greg-stiemsma-1,83.0,260.0
stoneju01,https://www.basketball-reference.com/players/s/stoneju01.html,ok,,1988-12-07,,,https://www.sports-reference.com/cbb/players/julyan-stone-1.html,julyan-stone-1,78.0,200.0
thomais02,https://www.basketball-reference.com/players/t/thomais02.html,ok,,1989-02-07,,,https://www.sports-reference.com/cbb/players/isaiah-thomas-1.html,isaiah-thomas-1,69.0,185.0
thomala01,https://www.basketball-reference.com/players/t/thomala01.html,ok,,1988-04-24,2006.0,20.0,https://www.sports-reference.com/cbb/players/lance-thomas-1.html,lance-thomas-1,80.0,240.0
thomama01,https://www.basketball-reference.com/players/t/thomama01.html,ok,,1988-11-08,,,https://www.sports-reference.com/cbb/players/malcolm-thomas-2.html,malcolm-thomas-2,81.0,225.0
thompkl01,https://www.basketball-reference.com/players/t/thompkl01.html,ok,,1990-02-08,2008.0,58.0,https://www.sports-reference.com/cbb/players/klay-thompson-1.html,klay-thompson-1,77.0,220.0
thompmy02,https://www.basketball-reference.com/players/t/thompmy02.html,ok,,1988-06-01,,,https://www.sports-reference.com/cbb/players/mychel-thompson-1.html,mychel-thompson-1,78.0,211.0
thomptr01,https://www.basketball-reference.com/players/t/thomptr01.html,ok,,1991-03-13,2010.0,9.0,https://www.sports-reference.com/cbb/players/tristan-thompson-2.html,tristan-thompson-2,81.0,254.0
thomptr02,https://www.basketball-reference.com/players/t/thomptr02.html,ok,,1990-05-20,2008.0,24.0,https://www.sports-reference.com/cbb/players/trey-thompkins-1.html,trey-thompkins-1,82.0,245.0
tinslja01,https://www.basketball-reference.com/players/t/tinslja01.html,ok,,1978-02-28,,,https://www.sports-reference.com/cbb/players/jamaal-tinsley-1.html,jamaal-tinsley-1,75.0,195.0
tylerje01,https://www.basketball-reference.com/players/t/tylerje01.html,ok,,1991-06-21,,,,,82.0,260.0
ubileed01,https://www.basketball-reference.com/players/u/ubileed01.html,ok,,1986-11-26,,,https://www.sports-reference.com/cbb/players/edwin-ubiles-1.html,edwin-ubiles-1,78.0,204.0
veselja01,https://www.basketball-reference.com/players/v/veselja01.html,ok,,1990-04-24,,,,,83.0,240.0
vucevni01,https://www.basketball-reference.com/players/v/vucevni01.html,ok,,1990-10-24,,,https://www.sports-reference.com/cbb/players/nikola-vucevic-1.html,nikola-vucevic-1,81.0,260.0
walkeke02,https://www.basketball-reference.com/players/w/walkeke02.html,ok,,1990-05-08,2008.0,15.0,https://www.sports-reference.com/cbb/players/kemba-walker-1.html,kemba-walker-1,72.0,184.0
watkida01,https://www.basketball-reference.com/players/w/watkida01.html,ok,,1984-11-08,2003.0,34.0,https://www.sports-reference.com/cbb/players/darryl-watkins-1.html,darryl-watkins-1,83.0,258.0
willide02,https://www.basketball-reference.com/players/w/willide02.html,ok,,1991-05-25,2009.0,100.0,https://www.sports-reference.com/cbb/players/derrick-williams-2.html,derrick-williams-2,80.0,240.0
williel01,https://www.basketball-reference.com/players/w/williel01.html,ok,,1989-06-20,2008.0,15.0,https://www.sports-reference.com/cbb/players/elliot-williams-1.html,elliot-williams-1,77.0,190.0
willijo03,https://www.basketball-reference.com/players/w/willijo03.html,ok,,1990-10-11,,,https://www.sports-reference.com/cbb/players/jordan-williams-1.html,jordan-williams-1,82.0,260.0
willise01,https://www.basketball-reference.com/players/w/willise01.html,ok,,1986-09-13,,,https://www.sports-reference.com/cbb/players/sean-williams-1.html,sean-williams-1,82.0,235.0
wrighch01,https://www.basketball-reference.com/players/w/wrighch01.html,ok,,1988-09-30,2007.0,56.0,https://www.sports-reference.com/cbb/players/chris-wright-1.html,chris-wright-1,80.0,226.0
acyqu01,https://www.basketball-reference.com/players/a/acyqu01.html,ok,,1990-10-06,,,https://www.sports-reference.com/cbb/players/quincy-acy-1.html,quincy-acy-1,79.0,240.0
akognjo01,https://www.basketball-reference.com/players/a/akognjo01.html,ok,,1986-02-10,,,https://www.sports-reference.com/cbb/players/josh-akognon-1.html,josh-akognon-1,71.0,185.0
barneha02,https://www.basketball-reference.com/players/b/barneha02.html,ok,,1992-05-30,2010.0,1.0,https://www.sports-reference.com/cbb/players/harrison-barnes-1.html,harrison-barnes-1,79.0,225.0
bartowi01,https://www.basketball-reference.com/players/b/bartowi01.html,ok,,1991-01-06,2010.0,10.0,https://www.sports-reference.com/cbb/players/will-barton-1.html,will-barton-1,77.0,181.0
baynear01,https://www.basketball-reference.com/players/b/baynear01.html,ok,,1986-12-09,,,https://www.sports-reference.com/cbb/players/aron-baynes-1.html,aron-baynes-1,82.0,260.0
bazemke01,https://www.basketball-reference.com/players/b/bazemke01.html,ok,,1989-07-01,,,https://www.sports-reference.com/cbb/players/kent-bazemore-1.html,kent-bazemore-1,76.0,195.0
bealbr01,https://www.basketball-reference.com/players/b/bealbr01.html,ok,,1993-06-28,2011.0,4.0,https://www.sports-reference.com/cbb/players/bradley-beal-1.html,bradley-beal-1,76.0,207.0
beverpa01,https://www.basketball-reference.com/players/b/beverpa01.html,ok,,1988-07-12,2006.0,76.0,https://www.sports-reference.com/cbb/players/patrick-beverley-1.html,patrick-beverley-1,74.0,180.0
clavevi01,https://www.basketball-reference.com/players/c/clavevi01.html,ok,,1988-08-30,,,,,81.0,224.0
conrowi01,https://www.basketball-reference.com/players/c/conrowi01.html,ok,,1982-12-08,,,https://www.sports-reference.com/cbb/players/will-conroy-1.html,will-conroy-1,74.0,195.0
copelch01,https://www.basketball-reference.com/players/c/copelch01.html,ok,,1984-03-17,,,https://www.sports-reference.com/cbb/players/chris-copeland-1.html,chris-copeland-1,81.0,239.0
crowdja01,https://www.basketball-reference.com/players/c/crowdja01.html,ok,,1990-07-06,,,https://www.sports-reference.com/cbb/players/jae-crowder-1.html,jae-crowder-1,78.0,235.0
cunnija01,https://www.basketball-reference.com/players/c/cunnija01.html,ok,,1991-05-22,,,https://www.sports-reference.com/cbb/players/jared-cunningham-2.html,jared-cunningham-2,76.0,195.0
davisan02,https://www.basketball-reference.com/players/d/davisan02.html,ok,,1993-03-11,2011.0,1.0,https://www.sports-reference.com/cbb/players/anthony-davis-5.html,anthony-davis-5,82.0,253.0
decolna01,https://www.basketball-reference.com/players/d/decolna01.html,ok,,1987-06-23,,,,,77.0,200.0
drumman01,https://www.basketball-reference.com/players/d/drumman01.html,ok,,1993-08-10,,,https://www.sports-reference.com/cbb/players/andre-drummond-1.html,andre-drummond-1,83.0,279.0
engliki01,https://www.basketball-reference.com/players/e/engliki01.html,ok,,1988-09-24,,,https://www.sports-reference.com/cbb/players/kim-english-1.html,kim-english-1,78.0,200.0
ezelife01,https://www.basketball-reference.com/players/e/ezelife01.html,ok,,1989-10-21,,,https://www.sports-reference.com/cbb/players/festus-ezeli-1.html,festus-ezeli-1,83.0,255.0
fournev01,https://www.basketball-reference.com/players/f/fournev01.html,ok,,1992-10-29,,,,,78.0,205.0
freeljo01,https://www.basketball-reference.com/players/f/freeljo01.html,ok,,1987-02-07,,,,,82.0,250.0
garredi02,https://www.basketball-reference.com/players/g/garredi02.html,ok,,1988-11-03,,,https://www.sports-reference.com/cbb/players/diante-garrett-1.html,diante-garrett-1,76.0,190.0
gelabmi01,https://www.basketball-reference.com/players/g/gelabmi01.html,ok,,1983-05-22,,,,,79.0,215.0
greendr01,https://www.basketball-reference.com/players/g/greendr01.html,ok,,1990-03-04,2008.0,95.0,https://www.sports-reference.com/cbb/players/draymond-green-1.html,draymond-green-1,78.0,230.0
hansbbe01,https://www.basketball-reference.com/players/h/hansbbe01.html,ok,,1987-12-23,,,https://www.sports-reference.com/cbb/players/ben-hansbrough-1.html,ben-hansbrough-1,75.0,203.0
harklma01,https://www.basketball-reference.com/players/h/harklma01.html,ok,,1993-05-11,2011.0,38.0,https://www.sports-reference.com/cbb/players/maurice-harkless-1.html,maurice-harkless-1,79.0,220.0
hensojo01,https://www.basketball-reference.com/players/h/hensojo01.html,ok,,1990-12-28,2009.0,5.0,https://www.sports-reference.com/cbb/players/john-henson-1.html,john-henson-1,81.0,219.0
holidju01,https://www.basketball-reference.com/players/h/holidju01.html,ok,,1989-04-05,,,https://www.sports-reference.com/cbb/players/justin-holiday-1.html,justin-holiday-1,78.0,180.0
jamesbe01,https://www.basketball-reference.com/players/j/jamesbe01.html,ok,,1985-02-07,,,https://www.sports-reference.com/cbb/players/bernard-james--1.html,bernard-james--1,82.0,240.0
jenkijo01,https://www.basketball-reference.com/players/j/jenkijo01.html,ok,,1991-03-06,2009.0,29.0,https://www.sports-reference.com/cbb/players/john-jenkins-1.html,john-jenkins-1,76.0,215.0
johnsch04,https://www.basketball-reference.com/players/j/johnsch04.html,ok,,1990-04-29,,,https://www.sports-reference.com/cbb/players/chris-johnson-1.html,chris-johnson-1,78.0,206.0
johnsda03,https://www.basketball-reference.com/players/j/johnsda03.html,ok,,1989-09-28,,,https://www.sports-reference.com/cbb/players/darius-johnson-odom-1.html,darius-johnson-odom-1,74.0,204.0
johnsor01,https://www.basketball-reference.com/players/j/johnsor01.html,ok,,1989-03-11,,,https://www.sports-reference.com/cbb/players/orlando-johnson-1.html,orlando-johnson-1,77.0,220.0
jonesde01,https://www.basketball-reference.com/players/j/jonesde01.html,ok,,1990-06-20,2008.0,21.0,https://www.sports-reference.com/cbb/players/dequan-jones-1.html,dequan-jones-1,80.0,221.0
joneske01,https://www.basketball-reference.com/players/j/joneske01.html,ok,,1989-08-25,2008.0,47.0,https://www.sports-reference.com/cbb/players/kevin-jones-5.html,kevin-jones-5,80.0,251.0
jonespe01,https://www.basketball-reference.com/players/j/jonespe01.html,ok,,1991-09-24,2010.0,8.0,https://www.sports-reference.com/cbb/players/perry-jones-1.html,perry-jones-1,83.0,235.0
joneste01,https://www.basketball-reference.com/players/j/joneste01.html,ok,,1992-01-09,2010.0,11.0,https://www.sports-reference.com/cbb/players/terrence-jones-1.html,terrence-jones-1,81.0,252.0
josepkr01,https://www.basketball-reference.com/players/j/josepkr01.html,ok,,1988-12-17,2008.0,56.0,https://www.sports-reference.com/cbb/players/kris-joseph-1.html,kris-joseph-1,79.0,210.0
kiddgmi01,https://www.basketball-reference.com/players/k/kiddgmi01.html,ok,,1993-09-26,2011.0,3.0,https://www.sports-reference.com/cbb/players/michael-kidd-gilchrist-1.html,michael-kidd-gilchrist-1,78.0,230.0
kravtvi01,https://www.basketball-reference.com/players/k/kravtvi01.html,ok,,1987-08-25,,,,,84.0,260.0
lambdo01,https://www.basketball-reference.com/players/l/lambdo01.html,ok,,1991-11-06,2010.0,26.0,https://www.sports-reference.com/cbb/players/doron-lamb-1.html,doron-lamb-1,76.0,210.0
lambje01,https://www.basketball-reference.com/players/l/lambje01.html,ok,,1992-05-30,2010.0,78.0,https://www.sports-reference.com/cbb/players/jeremy-lamb-1.html,jeremy-lamb-1,77.0,180.0
leoname01,https://www.basketball-reference.com/players/l/leoname01.html,ok,,1992-02-27,2010.0,29.0,https://www.sports-reference.com/cbb/players/meyers-leonard-1.html,meyers-leonard-1,84.0,260.0
lillada01,https://www.basketball-reference.com/players/l/lillada01.html,ok,,1990-07-15,,,https://www.sports-reference.com/cbb/players/damian-lillard-1.html,damian-lillard-1,74.0,200.0
machasc01,https://www.basketball-reference.com/players/m/machasc01.html,ok,,1990-06-08,,,https://www.sports-reference.com/cbb/players/scott-machado-1.html,scott-machado-1,73.0,205.0
marshke01,https://www.basketball-reference.com/players/m/marshke01.html,ok,,1991-08-19,2010.0,25.0,https://www.sports-reference.com/cbb/players/kendall-marshall-1.html,kendall-marshall-1,76.0,200.0
melofa01,https://www.basketball-reference.com/players/m/melofa01.html,ok,,1990-06-20,2010.0,14.0,https://www.sports-reference.com/cbb/players/fab-melo-1.html,fab-melo-1,84.0,255.0
middlkh01,https://www.basketball-reference.com/players/m/middlkh01.html,ok,,1991-08-12,2009.0,99.0,https://www.sports-reference.com/cbb/players/khris-middleton-1.html,khris-middleton-1,79.0,222.0
milleda01,https://www.basketball-reference.com/players/m/milleda01.html,ok,,1990-03-21,2008.0,35.0,https://www.sports-reference.com/cbb/players/darius-miller-1.html,darius-miller-1,78.0,225.0
millequ01,https://www.basketball-reference.com/players/m/millequ01.html,ok,,1992-11-18,2011.0,5.0,https://www.sports-reference.com/cbb/players/quincy-miller-1.html,quincy-miller-1,81.0,210.0
motiedo01,https://www.basketball-reference.com/players/m/motiedo01.html,ok,,1990-09-20,,,,,84.0,255.0
moultar01,https://www.basketball-reference.com/players/m/moultar01.html,ok,,1990-11-18,,,https://www.sports-reference.com/cbb/players/arnett-moultrie-1.html,arnett-moultrie-1,83.0,249.0
murphke01,https://www.basketball-reference.com/players/m/murphke01.html,ok,,1990-03-06,,,https://www.sports-reference.com/cbb/players/kevin-murphy-1.html,kevin-murphy-1,77.0,185.0
nichoan01,https://www.basketball-reference.com/players/n/nichoan01.html,ok,,1989-12-08,,,https://www.sports-reference.com/cbb/players/andrew-nicholson-1.html,andrew-nicholson-1,81.0,250.0
ohlbrti01,https://www.basketball-reference.com/players/o/ohlbrti01.html,ok,,1988-08-30,,,,,83.0,255.0
oquinky01,https://www.basketball-reference.com/players/o/oquinky01.html,ok,,1990-03-26,,,https://www.sports-reference.com/cbb/players/kyle-oquinn-1.html,kyle-oquinn-1,81.0,250.0
plumlmi01,https://www.basketball-reference.com/players/p/plumlmi01.html,ok,,1988-09-01,2008.0,81.0,https://www.sports-reference.com/cbb/players/miles-plumlee-1.html,miles-plumlee-1,83.0,249.0
prigipa01,https://www.basketball-reference.com/players/p/prigipa01.html,ok,,1977-05-17,,,,,75.0,185.0
randosh01,https://www.basketball-reference.com/players/r/randosh01.html,ok,,1983-11-24,2002.0,14.0,https://www.sports-reference.com/cbb/players/shavlik-randolph-1.html,shavlik-randolph-1,82.0,240.0
riverau01,https://www.basketball-reference.com/players/r/riverau01.html,ok,,1992-08-01,2011.0,2.0,https://www.sports-reference.com/cbb/players/austin-rivers-1.html,austin-rivers-1,76.0,200.0
roberbr01,https://www.basketball-reference.com/players/r/roberbr01.html,ok,,1985-12-03,,,https://www.sports-reference.com/cbb/players/brian-roberts-1.html,brian-roberts-1,73.0,173.0
robinth01,https://www.basketball-reference.com/players/r/robinth01.html,ok,,1991-03-17,2009.0,28.0,https://www.sports-reference.com/cbb/players/thomas-robinson-2.html,thomas-robinson-2,82.0,237.0
rosste01,https://www.basketball-reference.com/players/r/rosste01.html,ok,,1991-02-05,2010.0,33.0,https://www.sports-reference.com/cbb/players/terrence-ross-1.html,terrence-ross-1,78.0,206.0
sacrero01,https://www.basketball-reference.com/players/s/sacrero01.html,ok,,1989-06-06,,,https://www.sports-reference.com/cbb/players/robert-sacre-1.html,robert-sacre-1,84.0,270.0
scottmi01,https://www.basketball-reference.com/players/s/scottmi01.html,ok,,1988-07-16,,,https://www.sports-reference.com/cbb/players/mike-scott-4.html,mike-scott-4,79.0,237.0
shengto01,https://www.basketball-reference.com/players/s/shengto01.html,ok,,1991-10-05,,,,,81.0,217.0
shvedal01,https://www.basketball-reference.com/players/s/shvedal01.html,ok,,1988-12-16,,,,,78.0,190.0
simshe01,https://www.basketball-reference.com/players/s/simshe01.html,ok,,1990-03-27,2008.0,51.0,https://www.sports-reference.com/cbb/players/henry-sims-1.html,henry-sims-1,82.0,248.0
singlky01,https://www.basketball-reference.com/players/s/singlky01.html,ok,,1988-05-04,2007.0,6.0,https://www.sports-reference.com/cbb/players/kyle-singler-1.html,kyle-singler-1,80.0,228.0
sullija01,https://www.basketball-reference.com/players/s/sullija01.html,ok,,1992-03-04,2010.0,2.0,https://www.sports-reference.com/cbb/players/jared-sullinger-1.html,jared-sullinger-1,81.0,260.0
tayloje03,https://www.basketball-reference.com/players/t/tayloje03.html,ok,,1989-05-23,2008.0,95.0,https://www.sports-reference.com/cbb/players/jeffery-taylor-1.html,jeffery-taylor-1,79.0,225.0
tayloty01,https://www.basketball-reference.com/players/t/tayloty01.html,ok,,1990-04-12,2008.0,73.0,https://www.sports-reference.com/cbb/players/tyshawn-taylor-1.html,tyshawn-taylor-1,75.0,185.0
teaguma01,https://www.basketball-reference.com/players/t/teaguma01.html,ok,,1993-02-28,2011.0,7.0,https://www.sports-reference.com/cbb/players/marquis-teague-1.html,marquis-teague-1,74.0,189.0
teletmi01,https://www.basketball-reference.com/players/t/teletmi01.html,ok,,1985-09-18,,,,,81.0,242.0
tuckepj01,https://www.basketball-reference.com/players/t/tuckepj01.html,ok,,1985-05-05,2003.0,79.0,https://www.sports-reference.com/cbb/players/pj-tucker-1.html,pj-tucker-1,77.0,245.0
valanjo01,https://www.basketball-reference.com/players/v/valanjo01.html,ok,,1992-05-06,,,,,83.0,265.0
varnaja01,https://www.basketball-reference.com/players/v/varnaja01.html,ok,,1988-03-01,2006.0,77.0,https://www.sports-reference.com/cbb/players/jarvis-varnado-1.html,jarvis-varnado-1,81.0,230.0
waitedi01,https://www.basketball-reference.com/players/w/waitedi01.html,ok,,1991-12-10,2010.0,31.0,https://www.sports-reference.com/cbb/players/dion-waiters-1.html,dion-waiters-1,75.0,215.0
wallara01,https://www.basketball-reference.com/players/w/wallara01.html,ok,,1974-09-17,,,https://www.sports-reference.com/cbb/players/rasheed-wallace-1.html,rasheed-wallace-1,83.0,225.0
waynsma01,https://www.basketball-reference.com/players/w/waynsma01.html,ok,,1991-05-02,2009.0,23.0,https://www.sports-reference.com/cbb/players/maalik-wayns-1.html,maalik-wayns-1,74.0,200.0
whiteja02,https://www.basketball-reference.com/players/w/whiteja02.html,ok,,1982-10-21,2001.0,22.0,https://www.sports-reference.com/cbb/players/james-white-1.html,james-white-1,79.0,200.0
wrighch02,https://www.basketball-reference.com/players/w/wrighch02.html,ok,,1989-11-04,2007.0,31.0,https://www.sports-reference.com/cbb/players/chris-wright-2.html,chris-wright-2,73.0,210.0
wroteto01,https://www.basketball-reference.com/players/w/wroteto01.html,ok,,1993-04-13,2011.0,18.0,https://www.sports-reference.com/cbb/players/tony-wroten-1.html,tony-wroten-1,78.0,205.0
zellelu01,https://www.basketball-reference.com/players/z/zellelu01.html,ok,,1987-04-07,2005.0,34.0,https://www.sports-reference.com/cbb/players/luke-zeller-1.html,luke-zeller-1,83.0,245.0
zellety01,https://www.basketball-reference.com/players/z/zellety01.html,ok,,1990-01-17,2008.0,18.0,https://www.sports-reference.com/cbb/players/tyler-zeller-1.html,tyler-zeller-1,84.0,253.0
adamsst01,https://www.basketball-reference.com/players/a/adamsst01.html,ok,,1993-07-20,2012.0,5.0,https://www.sports-reference.com/cbb/players/steven-adams-1.html,steven-adams-1,83.0,265.0
antetgi01,https://www.basketball-reference.com/players/a/antetgi01.html,ok,,1994-12-06,,,,,83.0,243.0
anticpe01,https://www.basketball-reference.com/players/a/anticpe01.html,ok,,1982-07-29,,,,,83.0,260.0
babbch01,https://www.basketball-reference.com/players/b/babbch01.html,ok,,1990-02-14,,,https://www.sports-reference.com/cbb/players/chris-babb-1.html,chris-babb-1,77.0,225.0
bennean01,https://www.basketball-reference.com/players/b/bennean01.html,ok,,1993-03-14,2012.0,6.0,https://www.sports-reference.com/cbb/players/anthony-bennett-1.html,anthony-bennett-1,80.0,245.0
blueva01,https://www.basketball-reference.com/players/b/blueva01.html,ok,,1992-07-17,2010.0,48.0,https://www.sports-reference.com/cbb/players/vander-blue-1.html,vander-blue-1,76.0,200.0
brownlo01,https://www.basketball-reference.com/players/b/brownlo01.html,ok,,1990-08-26,2009.0,26.0,https://www.sports-reference.com/cbb/players/lorenzo-brown-1.html,lorenzo-brown-1,77.0,189.0
bullore01,https://www.basketball-reference.com/players/b/bullore01.html,ok,,1991-03-16,2010.0,15.0,https://www.sports-reference.com/cbb/players/reggie-bullock-2.html,reggie-bullock-2,78.0,205.0
burketr01,https://www.basketball-reference.com/players/b/burketr01.html,ok,,1992-11-12,,,https://www.sports-reference.com/cbb/players/trey-burke-1.html,trey-burke-1,72.0,185.0
buyckdw01,https://www.basketball-reference.com/players/b/buyckdw01.html,ok,,1989-03-06,,,https://www.sports-reference.com/cbb/players/dwight-buycks-1.html,dwight-buycks-1,75.0,190.0
calatni01,https://www.basketball-reference.com/players/c/calatni01.html,ok,,1989-02-07,2007.0,11.0,https://www.sports-reference.com/cbb/players/nick-calathes-1.html,nick-calathes-1,78.0,213.0
caldwke01,https://www.basketball-reference.com/players/c/caldwke01.html,ok,,1993-02-18,2011.0,15.0,https://www.sports-reference.com/cbb/players/kentavious-caldwell-pope-1.html,kentavious-caldwell-pope-1,77.0,204.0
canaais01,https://www.basketball-reference.com/players/c/canaais01.html,ok,,1991-05-21,,,https://www.sports-reference.com/cbb/players/isaiah-canaan-1.html,isaiah-canaan-1,72.0,200.0
cartemi01,https://www.basketball-reference.com/players/c/cartemi01.html,ok,,1991-10-10,2011.0,25.0,https://www.sports-reference.com/cbb/players/michael-carter-williams-1.html,michael-carter-williams-1,78.0,205.0
chrisdi01,https://www.basketball-reference.com/players/c/chrisdi01.html,ok,,1986-09-15,,,https://www.sports-reference.com/cbb/players/dionte-christmas-1.html,dionte-christmas-1,77.0,205.0
