nba_player_id,nba_player_url,college_player_id,college_url,birthday,height_inches,weight_lb,recruiting_year,recruiting_rank,scrape_status,error
mooreet01,https://www.basketball-reference.com/players/m/mooreet01.html,etwaun-moore-1,https://www.sports-reference.com/cbb/players/etwaun-moore-1.html,1989-02-25,75.0,191.0,2007.0,23.0,ok,
mooremi01,https://www.basketball-reference.com/players/m/mooremi01.html,mikki-moore-1,https://www.sports-reference.com/cbb/players/mikki-moore-1.html,1975-11-04,84.0,225.0,,,ok,
morrida01,https://www.basketball-reference.com/players/m/morrida01.html,darius-morris-1,https://www.sports-reference.com/cbb/players/darius-morris-1.html,1991-01-03,76.0,195.0,,,ok,
morrima02,https://www.basketball-reference.com/players/m/morrima02.html,markieff-morris-1,https://www.sports-reference.com/cbb/players/markieff-morris-1.html,1989-09-02,81.0,245.0,2007.0,92.0,ok,
morrima03,https://www.basketball-reference.com/players/m/morrima03.html,marcus-morris-1,https://www.sports-reference.com/cbb/players/marcus-morris-1.html,1989-09-02,80.0,218.0,2007.0,62.0,ok,
ortonda01,https://www.basketball-reference.com/players/o/ortonda01.html,daniel-orton-1,https://www.sports-reference.com/cbb/players/daniel-orton-1.html,1990-08-06,82.0,255.0,2009.0,19.0,ok,
pargoja01,https://www.basketball-reference.com/players/p/pargoja01.html,jannero-pargo-1,https://www.sports-reference.com/cbb/players/jannero-pargo-1.html,1979-10-22,73.0,175.0,,,ok,
pargoje01,https://www.basketball-reference.com/players/p/pargoje01.html,jeremy-pargo-1,https://www.sports-reference.com/cbb/players/jeremy-pargo-1.html,1986-03-17,74.0,219.0,2005.0,84.0,ok,
parsoch01,https://www.basketball-reference.com/players/p/parsoch01.html,chandler-parsons-1,https://www.sports-reference.com/cbb/players/chandler-parsons-1.html,1988-10-25,81.0,230.0,2007.0,39.0,ok,
pendeje02,https://www.basketball-reference.com/players/p/pendeje02.html,jeff-pendergraph-1,https://www.sports-reference.com/cbb/players/jeff-pendergraph-1.html,1987-04-29,81.0,240.0,,,ok,
reidry01,https://www.basketball-reference.com/players/r/reidry01.html,ryan-reid-1,https://www.sports-reference.com/cbb/players/ryan-reid-1.html,1986-10-30,80.0,232.0,,,ok,
rubiori01,https://www.basketball-reference.com/players/r/rubiori01.html,,,1990-10-21,74.0,190.0,,,ok,
russewa02,https://www.basketball-reference.com/players/r/russewa02.html,walker-russell-2,https://www.sports-reference.com/cbb/players/walker-russell-2.html,1982-10-06,72.0,170.0,,,ok,
selbyjo01,https://www.basketball-reference.com/players/s/selbyjo01.html,josh-selby-1,https://www.sports-reference.com/cbb/players/josh-selby-1.html,1991-03-27,74.0,183.0,2010.0,6.0,ok,
shumpim01,https://www.basketball-reference.com/players/s/shumpim01.html,iman-shumpert-1,https://www.sports-reference.com/cbb/players/iman-shumpert-1.html,1990-06-26,77.0,212.0,2008.0,22.0,ok,
silasxa01,https://www.basketball-reference.com/players/s/silasxa01.html,xavier-silas-1,https://www.sports-reference.com/cbb/players/xavier-silas-1.html,1988-01-22,77.0,205.0,,,ok,
singlch01,https://www.basketball-reference.com/players/s/singlch01.html,chris-singleton-1,https://www.sports-reference.com/cbb/players/chris-singleton-1.html,1989-11-21,80.0,230.0,2008.0,14.0,ok,
singlja01,https://www.basketball-reference.com/players/s/singlja01.html,james-singleton-1,https://www.sports-reference.com/cbb/players/james-singleton-1.html,1981-07-20,80.0,216.0,,,ok,
sloando01,https://www.basketball-reference.com/players/s/sloando01.html,donald-sloan-1,https://www.sports-reference.com/cbb/players/donald-sloan-1.html,1988-01-15,75.0,205.0,2006.0,90.0,ok,
smithgr02,https://www.basketball-reference.com/players/s/smithgr02.html,greg-smith-3,https://www.sports-reference.com/cbb/players/greg-smith-3.html,1991-01-08,82.0,250.0,,,ok,
smithje01,https://www.basketball-reference.com/players/s/smithje01.html,jerry-smith-1,https://www.sports-reference.com/cbb/players/jerry-smith-1.html,1987-09-26,74.0,190.0,2006.0,45.0,ok,
smithno01,https://www.basketball-reference.com/players/s/smithno01.html,nolan-smith-1,https://www.sports-reference.com/cbb/players/nolan-smith-1.html,1988-07-25,74.0,185.0,2007.0,18.0,ok,
stiemgr01,https://www.basketball-reference.com/players/s/stiemgr01.html,greg-stiemsma-1,https://www.sports-reference.com/cbb/players/greg-stiemsma-1.html,1985-09-26,83.0,260.0,2004.0,37.0,ok,
stoneju01,https://www.basketball-reference.com/players/s/stoneju01.html,julyan-stone-1,https://www.sports-reference.com/cbb/players/julyan-stone-1.html,1988-12-07,78.0,200.0,,,ok,
thomais02,https://www.basketball-reference.com/players/t/thomais02.html,isaiah-thomas-1,https://www.sports-reference.com/cbb/players/isaiah-thomas-1.html,1989-02-07,69.0,185.0,,,ok,
thomala01,https://www.basketball-reference.com/players/t/thomala01.html,lance-thomas-1,https://www.sports-reference.com/cbb/players/lance-thomas-1.html,1988-04-24,80.0,240.0,2006.0,20.0,ok,
thomama01,https://www.basketball-reference.com/players/t/thomama01.html,malcolm-thomas-2,https://www.sports-reference.com/cbb/players/malcolm-thomas-2.html,1988-11-08,81.0,225.0,,,ok,
thompkl01,https://www.basketball-reference.com/players/t/thompkl01.html,klay-thompson-1,https://www.sports-reference.com/cbb/players/klay-thompson-1.html,1990-02-08,77.0,220.0,2008.0,58.0,ok,
thompmy02,https://www.basketball-reference.com/players/t/thompmy02.html,mychel-thompson-1,https://www.sports-reference.com/cbb/players/mychel-thompson-1.html,1988-06-01,78.0,211.0,,,ok,
thomptr01,https://www.basketball-reference.com/players/t/thomptr01.html,tristan-thompson-2,https://www.sports-reference.com/cbb/players/tristan-thompson-2.html,1991-03-13,81.0,254.0,2010.0,9.0,ok,
thomptr02,https://www.basketball-reference.com/players/t/thomptr02.html,trey-thompkins-1,https://www.sports-reference.com/cbb/players/trey-thompkins-1.html,1990-05-20,82.0,245.0,2008.0,24.0,ok,
tinslja01,https://www.basketball-reference.com/players/t/tinslja01.html,jamaal-tinsley-1,https://www.sports-reference.com/cbb/players/jamaal-tinsley-1.html,1978-02-28,75.0,195.0,,,ok,
tylerje01,https://www.basketball-reference.com/players/t/tylerje01.html,,,1991-06-21,82.0,260.0,,,ok,
ubileed01,https://www.basketball-reference.com/players/u/ubileed01.html,edwin-ubiles-1,https://www.sports-reference.com/cbb/players/edwin-ubiles-1.html,1986-11-26,78.0,204.0,,,ok,
veselja01,https://www.basketball-reference.com/players/v/veselja01.html,,,1990-04-24,83.0,240.0,,,ok,
vucevni01,https://www.basketball-reference.com/players/v/vucevni01.html,nikola-vucevic-1,https://www.sports-reference.com/cbb/players/nikola-vucevic-1.html,1990-10-24,81.0,260.0,,,ok,
walkeke02,https://www.basketball-reference.com/players/w/walkeke02.html,kemba-walker-1,https://www.sports-reference.com/cbb/players/kemba-walker-1.html,1990-05-08,72.0,184.0,2008.0,15.0,ok,
watkida01,https://www.basketball-reference.com/players/w/watkida01.html,darryl-watkins-1,https://www.sports-reference.com/cbb/players/darryl-watkins-1.html,1984-11-08,83.0,258.0,2003.0,34.0,ok,
willide02,https://www.basketball-reference.com/players/w/willide02.html,derrick-williams-2,https://www.sports-reference.com/cbb/players/derrick-williams-2.html,1991-05-25,80.0,240.0,2009.0,100.0,ok,
williel01,https://www.basketball-reference.com/players/w/williel01.html,elliot-williams-1,https://www.sports-reference.com/cbb/players/elliot-williams-1.html,1989-06-20,77.0,190.0,2008.0,15.0,ok,
willijo03,https://www.basketball-reference.com/players/w/willijo03.html,jordan-williams-1,https://www.sports-reference.com/cbb/players/jordan-williams-1.html,1990-10-11,82.0,260.0,,,ok,
willise01,https://www.basketball-reference.com/players/w/willise01.html,sean-williams-1,https://www.sports-reference.com/cbb/players/sean-williams-1.html,1986-09-13,82.0,235.0,,,ok,
wrighch01,https://www.basketball-reference.com/players/w/wrighch01.html,chris-wright-1,https://www.sports-reference.com/cbb/players/chris-wright-1.html,1988-09-30,80.0,226.0,2007.0,56.0,ok,
acyqu01,https://www.basketball-reference.com/players/a/acyqu01.html,quincy-acy-1,https://www.sports-reference.com/cbb/players/quincy-acy-1.html,1990-10-06,79.0,240.0,,,ok,
akognjo01,https://www.basketball-reference.com/players/a/akognjo01.html,josh-akognon-1,https://www.sports-reference.com/cbb/players/josh-akognon-1.html,1986-02-10,71.0,185.0,,,ok,
barneha02,https://www.basketball-reference.com/players/b/barneha02.html,harrison-barnes-1,https://www.sports-reference.com/cbb/players/harrison-barnes-1.html,1992-05-30,79.0,225.0,2010.0,1.0,ok,
bartowi01,https://www.basketball-reference.com/players/b/bartowi01.html,will-barton-1,https://www.sports-reference.com/cbb/players/will-barton-1.html,1991-01-06,77.0,181.0,2010.0,10.0,ok,
baynear01,https://www.basketball-reference.com/players/b/baynear01.html,aron-baynes-1,https://www.sports-reference.com/cbb/players/aron-baynes-1.html,1986-12-09,82.0,260.0,,,ok,
bazemke01,https://www.basketball-reference.com/players/b/bazemke01.html,kent-bazemore-1,https://www.sports-reference.com/cbb/players/kent-bazemore-1.html,1989-07-01,76.0,195.0,,,ok,
bealbr01,https://www.basketball-reference.com/players/b/bealbr01.html,bradley-beal-1,https://www.sports-reference.com/cbb/players/bradley-beal-1.html,1993-06-28,76.0,207.0,2011.0,4.0,ok,
beverpa01,https://www.basketball-reference.com/players/b/beverpa01.html,patrick-beverley-1,https://www.sports-reference.com/cbb/players/patrick-beverley-1.html,1988-07-12,74.0,180.0,2006.0,76.0,ok,
clavevi01,https://www.basketball-reference.com/players/c/clavevi01.html,,,1988-08-30,81.0,224.0,,,ok,
conrowi01,https://www.basketball-reference.com/players/c/conrowi01.html,will-conroy-1,https://www.sports-reference.com/cbb/players/will-conroy-1.html,1982-12-08,74.0,195.0,,,ok,
copelch01,https://www.basketball-reference.com/players/c/copelch01.html,chris-copeland-1,https://www.sports-reference.com/cbb/players/chris-copeland-1.html,1984-03-17,81.0,239.0,,,ok,
crowdja01,https://www.basketball-reference.com/players/c/crowdja01.html,jae-crowder-1,https://www.sports-reference.com/cbb/players/jae-crowder-1.html,1990-07-06,78.0,235.0,,,ok,
cunnija01,https://www.basketball-reference.com/players/c/cunnija01.html,jared-cunningham-2,https://www.sports-reference.com/cbb/players/jared-cunningham-2.html,1991-05-22,76.0,195.0,,,ok,
davisan02,https://www.basketball-reference.com/players/d/davisan02.html,anthony-davis-5,https://www.sports-reference.com/cbb/players/anthony-davis-5.html,1993-03-11,82.0,253.0,2011.0,1.0,ok,
decolna01,https://www.basketball-reference.com/players/d/decolna01.html,,,1987-06-23,77.0,200.0,,,ok,
drumman01,https://www.basketball-reference.com/players/d/drumman01.html,andre-drummond-1,https://www.sports-reference.com/cbb/players/andre-drummond-1.html,1993-08-10,83.0,279.0,,,ok,
engliki01,https://www.basketball-reference.com/players/e/engliki01.html,kim-english-1,https://www.sports-reference.com/cbb/players/kim-english-1.html,1988-09-24,78.0,200.0,,,ok,
ezelife01,https://www.basketball-reference.com/players/e/ezelife01.html,festus-ezeli-1,https://www.sports-reference.com/cbb/players/festus-ezeli-1.html,1989-10-21,83.0,255.0,,,ok,
fournev01,https://www.basketball-reference.com/players/f/fournev01.html,,,1992-10-29,78.0,205.0,,,ok,
freeljo01,https://www.basketball-reference.com/players/f/freeljo01.html,,,1987-02-07,82.0,250.0,,,ok,
garredi02,https://www.basketball-reference.com/players/g/garredi02.html,diante-garrett-1,https://www.sports-reference.com/cbb/players/diante-garrett-1.html,1988-11-03,76.0,190.0,,,ok,
gelabmi01,https://www.basketball-reference.com/players/g/gelabmi01.html,,,1983-05-22,79.0,215.0,,,ok,
greendr01,https://www.basketball-reference.com/players/g/greendr01.html,draymond-green-1,https://www.sports-reference.com/cbb/players/draymond-green-1.html,1990-03-04,78.0,230.0,2008.0,95.0,ok,
hansbbe01,https://www.basketball-reference.com/players/h/hansbbe01.html,ben-hansbrough-1,https://www.sports-reference.com/cbb/players/ben-hansbrough-1.html,1987-12-23,75.0,203.0,,,ok,
harklma01,https://www.basketball-reference.com/players/h/harklma01.html,maurice-harkless-1,https://www.sports-reference.com/cbb/players/maurice-harkless-1.html,1993-05-11,79.0,220.0,2011.0,38.0,ok,
hensojo01,https://www.basketball-reference.com/players/h/hensojo01.html,john-henson-1,https://www.sports-reference.com/cbb/players/john-henson-1.html,1990-12-28,81.0,219.0,2009.0,5.0,ok,
holidju01,https://www.basketball-reference.com/players/h/holidju01.html,justin-holiday-1,https://www.sports-reference.com/cbb/players/justin-holiday-1.html,1989-04-05,78.0,180.0,,,ok,
jamesbe01,https://www.basketball-reference.com/players/j/jamesbe01.html,bernard-james--1,https://www.sports-reference.com/cbb/players/bernard-james--1.html,1985-02-07,82.0,240.0,,,ok,
jenkijo01,https://www.basketball-reference.com/players/j/jenkijo01.html,john-jenkins-1,https://www.sports-reference.com/cbb/players/john-jenkins-1.html,1991-03-06,76.0,215.0,2009.0,29.0,ok,
johnsch04,https://www.basketball-reference.com/players/j/johnsch04.html,chris-johnson-1,https://www.sports-reference.com/cbb/players/chris-johnson-1.html,1990-04-29,78.0,206.0,,,ok,
johnsda03,https://www.basketball-reference.com/players/j/johnsda03.html,darius-johnson-odom-1,https://www.sports-reference.com/cbb/players/darius-johnson-odom-1.html,1989-09-28,74.0,204.0,,,ok,
johnsor01,https://www.basketball-reference.com/players/j/johnsor01.html,orlando-johnson-1,https://www.sports-reference.com/cbb/players/orlando-johnson-1.html,1989-03-11,77.0,220.0,,,ok,
jonesde01,https://www.basketball-reference.com/players/j/jonesde01.html,dequan-jones-1,https://www.sports-reference.com/cbb/players/dequan-jones-1.html,1990-06-20,80.0,221.0,2008.0,21.0,ok,
joneske01,https://www.basketball-reference.com/players/j/joneske01.html,kevin-jones-5,https://www.sports-reference.com/cbb/players/kevin-jones-5.html,1989-08-25,80.0,251.0,2008.0,47.0,ok,
jonespe01,https://www.basketball-reference.com/players/j/jonespe01.html,perry-jones-1,https://www.sports-reference.com/cbb/players/perry-jones-1.html,1991-09-24,83.0,235.0,2010.0,8.0,ok,
joneste01,https://www.basketball-reference.com/players/j/joneste01.html,terrence-jones-1,https://www.sports-reference.com/cbb/players/terrence-jones-1.html,1992-01-09,81.0,252.0,2010.0,11.0,ok,
josepkr01,https://www.basketball-reference.com/players/j/josepkr01.html,kris-joseph-1,https://www.sports-reference.com/cbb/players/kris-joseph-1.html,1988-12-17,79.0,210.0,2008.0,56.0,ok,
kiddgmi01,https://www.basketball-reference.com/players/k/kiddgmi01.html,michael-kidd-gilchrist-1,https://www.sports-reference.com/cbb/players/michael-kidd-gilchrist-1.html,1993-09-26,78.0,230.0,2011.0,3.0,ok,
kravtvi01,https://www.basketball-reference.com/players/k/kravtvi01.html,,,1987-08-25,84.0,260.0,,,ok,
lambdo01,https://www.basketball-reference.com/players/l/lambdo01.html,doron-lamb-1,https://www.sports-reference.com/cbb/players/doron-lamb-1.html,1991-11-06,76.0,210.0,2010.0,26.0,ok,
lambje01,https://www.basketball-reference.com/players/l/lambje01.html,jeremy-lamb-1,https://www.sports-reference.com/cbb/players/jeremy-lamb-1.html,1992-05-30,77.0,180.0,2010.0,78.0,ok,
leoname01,https://www.basketball-reference.com/players/l/leoname01.html,meyers-leonard-1,https://www.sports-reference.com/cbb/players/meyers-leonard-1.html,1992-02-27,84.0,260.0,2010.0,29.0,ok,
lillada01,https://www.basketball-reference.com/players/l/lillada01.html,damian-lillard-1,https://www.sports-reference.com/cbb/players/damian-lillard-1.html,1990-07-15,74.0,200.0,,,ok,
machasc01,https://www.basketball-reference.com/players/m/machasc01.html,scott-machado-1,https://www.sports-reference.com/cbb/players/scott-machado-1.html,1990-06-08,73.0,205.0,,,ok,
marshke01,https://www.basketball-reference.com/players/m/marshke01.html,kendall-marshall-1,https://www.sports-reference.com/cbb/players/kendall-marshall-1.html,1991-08-19,76.0,200.0,2010.0,25.0,ok,
melofa01,https://www.basketball-reference.com/players/m/melofa01.html,fab-melo-1,https://www.sports-reference.com/cbb/players/fab-melo-1.html,1990-06-20,84.0,255.0,2010.0,14.0,ok,
middlkh01,https://www.basketball-reference.com/players/m/middlkh01.html,khris-middleton-1,https://www.sports-reference.com/cbb/players/khris-middleton-1.html,1991-08-12,79.0,222.0,2009.0,99.0,ok,
milleda01,https://www.basketball-reference.com/players/m/milleda01.html,darius-miller-1,https://www.sports-reference.com/cbb/players/darius-miller-1.html,1990-03-21,78.0,225.0,2008.0,35.0,ok,
millequ01,https://www.basketball-reference.com/players/m/millequ01.html,quincy-miller-1,https://www.sports-reference.com/cbb/players/quincy-miller-1.html,1992-11-18,81.0,210.0,2011.0,5.0,ok,
motiedo01,https://www.basketball-reference.com/players/m/motiedo01.html,,,1990-09-20,84.0,255.0,,,ok,
moultar01,https://www.basketball-reference.com/players/m/moultar01.html,arnett-moultrie-1,https://www.sports-reference.com/cbb/players/arnett-moultrie-1.html,1990-11-18,83.0,249.0,,,ok,
murphke01,https://www.basketball-reference.com/players/m/murphke01.html,kevin-murphy-1,https://www.sports-reference.com/cbb/players/kevin-murphy-1.html,1990-03-06,77.0,185.0,,,ok,
nichoan01,https://www.basketball-reference.com/players/n/nichoan01.html,andrew-nicholson-1,https://www.sports-reference.com/cbb/players/andrew-nicholson-1.html,1989-12-08,81.0,250.0,,,ok,
ohlbrti01,https://www.basketball-reference.com/players/o/ohlbrti01.html,,,1988-08-30,83.0,255.0,,,ok,
oquinky01,https://www.basketball-reference.com/players/o/oquinky01.html,kyle-oquinn-1,https://www.sports-reference.com/cbb/players/kyle-oquinn-1.html,1990-03-26,81.0,250.0,,,ok,
plumlmi01,https://www.basketball-reference.com/players/p/plumlmi01.html,miles-plumlee-1,https://www.sports-reference.com/cbb/players/miles-plumlee-1.html,1988-09-01,83.0,249.0,2008.0,81.0,ok,
prigipa01,https://www.basketball-reference.com/players/p/prigipa01.html,,,1977-05-17,75.0,185.0,,,ok,
randosh01,https://www.basketball-reference.com/players/r/randosh01.html,shavlik-randolph-1,https://www.sports-reference.com/cbb/players/shavlik-randolph-1.html,1983-11-24,82.0,240.0,2002.0,14.0,ok,
riverau01,https://www.basketball-reference.com/players/r/riverau01.html,austin-rivers-1,https://www.sports-reference.com/cbb/players/austin-rivers-1.html,1992-08-01,76.0,200.0,2011.0,2.0,ok,
roberbr01,https://www.basketball-reference.com/players/r/roberbr01.html,brian-roberts-1,https://www.sports-reference.com/cbb/players/brian-roberts-1.html,1985-12-03,73.0,173.0,,,ok,
robinth01,https://www.basketball-reference.com/players/r/robinth01.html,thomas-robinson-2,https://www.sports-reference.com/cbb/players/thomas-robinson-2.html,1991-03-17,82.0,237.0,2009.0,28.0,ok,
rosste01,https://www.basketball-reference.com/players/r/rosste01.html,terrence-ross-1,https://www.sports-reference.com/cbb/players/terrence-ross-1.html,1991-02-05,78.0,206.0,2010.0,33.0,ok,
sacrero01,https://www.basketball-reference.com/players/s/sacrero01.html,robert-sacre-1,https://www.sports-reference.com/cbb/players/robert-sacre-1.html,1989-06-06,84.0,270.0,,,ok,
scottmi01,https://www.basketball-reference.com/players/s/scottmi01.html,mike-scott-4,https://www.sports-reference.com/cbb/players/mike-scott-4.html,1988-07-16,79.0,237.0,,,ok,
shengto01,https://www.basketball-reference.com/players/s/shengto01.html,,,1991-10-05,81.0,217.0,,,ok,
shvedal01,https://www.basketball-reference.com/players/s/shvedal01.html,,,1988-12-16,78.0,190.0,,,ok,
simshe01,https://www.basketball-reference.com/players/s/simshe01.html,henry-sims-1,https://www.sports-reference.com/cbb/players/henry-sims-1.html,1990-03-27,82.0,248.0,2008.0,51.0,ok,
singlky01,https://www.basketball-reference.com/players/s/singlky01.html,kyle-singler-1,https://www.sports-reference.com/cbb/players/kyle-singler-1.html,1988-05-04,80.0,228.0,2007.0,6.0,ok,
sullija01,https://www.basketball-reference.com/players/s/sullija01.html,jared-sullinger-1,https://www.sports-reference.com/cbb/players/jared-sullinger-1.html,1992-03-04,81.0,260.0,2010.0,2.0,ok,
tayloje03,https://www.basketball-reference.com/players/t/tayloje03.html,jeffery-taylor-1,https://www.sports-reference.com/cbb/players/jeffery-taylor-1.html,1989-05-23,79.0,225.0,2008.0,95.0,ok,
tayloty01,https://www.basketball-reference.com/players/t/tayloty01.html,tyshawn-taylor-1,https://www.sports-reference.com/cbb/players/tyshawn-taylor-1.html,1990-04-12,75.0,185.0,2008.0,73.0,ok,
teaguma01,https://www.basketball-reference.com/players/t/teaguma01.html,marquis-teague-1,https://www.sports-reference.com/cbb/players/marquis-teague-1.html,1993-02-28,74.0,189.0,2011.0,7.0,ok,
teletmi01,https://www.basketball-reference.com/players/t/teletmi01.html,,,1985-09-18,81.0,242.0,,,ok,
tuckepj01,https://www.basketball-reference.com/players/t/tuckepj01.html,pj-tucker-1,https://www.sports-reference.com/cbb/players/pj-tucker-1.html,1985-05-05,77.0,245.0,2003.0,79.0,ok,
valanjo01,https://www.basketball-reference.com/players/v/valanjo01.html,,,1992-05-06,83.0,265.0,,,ok,
varnaja01,https://www.basketball-reference.com/players/v/varnaja01.html,jarvis-varnado-1,https://www.sports-reference.com/cbb/players/jarvis-varnado-1.html,1988-03-01,81.0,230.0,2006.0,77.0,ok,
waitedi01,https://www.basketball-reference.com/players/w/waitedi01.html,dion-waiters-1,https://www.sports-reference.com/cbb/players/dion-waiters-1.html,1991-12-10,75.0,215.0,2010.0,31.0,ok,
wallara01,https://www.basketball-reference.com/players/w/wallara01.html,rasheed-wallace-1,https://www.sports-reference.com/cbb/players/rasheed-wallace-1.html,1974-09-17,83.0,225.0,,,ok,
waynsma01,https://www.basketball-reference.com/players/w/waynsma01.html,maalik-wayns-1,https://www.sports-reference.com/cbb/players/maalik-wayns-1.html,1991-05-02,74.0,200.0,2009.0,23.0,ok,
whiteja02,https://www.basketball-reference.com/players/w/whiteja02.html,james-white-1,https://www.sports-reference.com/cbb/players/james-white-1.html,1982-10-21,79.0,200.0,2001.0,22.0,ok,
wrighch02,https://www.basketball-reference.com/players/w/wrighch02.html,chris-wright-2,https://www.sports-reference.com/cbb/players/chris-wright-2.html,1989-11-04,73.0,210.0,2007.0,31.0,ok,
wroteto01,https://www.basketball-reference.com/players/w/wroteto01.html,tony-wroten-1,https://www.sports-reference.com/cbb/players/tony-wroten-1.html,1993-04-13,78.0,205.0,2011.0,18.0,ok,
zellelu01,https://www.basketball-reference.com/players/z/zellelu01.html,luke-zeller-1,https://www.sports-reference.com/cbb/players/luke-zeller-1.html,1987-04-07,83.0,245.0,2005.0,34.0,ok,
zellety01,https://www.basketball-reference.com/players/z/zellety01.html,tyler-zeller-1,https://www.sports-reference.com/cbb/players/tyler-zeller-1.html,1990-01-17,84.0,253.0,2008.0,18.0,ok,
adamsst01,https://www.basketball-reference.com/players/a/adamsst01.html,steven-adams-1,https://www.sports-reference.com/cbb/players/steven-adams-1.html,1993-07-20,83.0,265.0,2012.0,5.0,ok,
antetgi01,https://www.basketball-reference.com/players/a/antetgi01.html,,,1994-12-06,83.0,243.0,,,ok,
anticpe01,https://www.basketball-reference.com/players/a/anticpe01.html,,,1982-07-29,83.0,260.0,,,ok,
babbch01,https://www.basketball-reference.com/players/b/babbch01.html,chris-babb-1,https://www.sports-reference.com/cbb/players/chris-babb-1.html,1990-02-14,77.0,225.0,,,ok,
bennean01,https://www.basketball-reference.com/players/b/bennean01.html,anthony-bennett-1,https://www.sports-reference.com/cbb/players/anthony-bennett-1.html,1993-03-14,80.0,245.0,2012.0,6.0,ok,
blueva01,https://www.basketball-reference.com/players/b/blueva01.html,vander-blue-1,https://www.sports-reference.com/cbb/players/vander-blue-1.html,1992-07-17,76.0,200.0,2010.0,48.0,ok,
brownlo01,https://www.basketball-reference.com/players/b/brownlo01.html,lorenzo-brown-1,https://www.sports-reference.com/cbb/players/lorenzo-brown-1.html,1990-08-26,77.0,189.0,2009.0,26.0,ok,
bullore01,https://www.basketball-reference.com/players/b/bullore01.html,reggie-bullock-2,https://www.sports-reference.com/cbb/players/reggie-bullock-2.html,1991-03-16,78.0,205.0,2010.0,15.0,ok,
burketr01,https://www.basketball-reference.com/players/b/burketr01.html,trey-burke-1,https://www.sports-reference.com/cbb/players/trey-burke-1.html,1992-11-12,72.0,185.0,,,ok,
buyckdw01,https://www.basketball-reference.com/players/b/buyckdw01.html,dwight-buycks-1,https://www.sports-reference.com/cbb/players/dwight-buycks-1.html,1989-03-06,75.0,190.0,,,ok,
calatni01,https://www.basketball-reference.com/players/c/calatni01.html,nick-calathes-1,https://www.sports-reference.com/cbb/players/nick-calathes-1.html,1989-02-07,78.0,213.0,2007.0,11.0,ok,
caldwke01,https://www.basketball-reference.com/players/c/caldwke01.html,kentavious-caldwell-pope-1,https://www.sports-reference.com/cbb/players/kentavious-caldwell-pope-1.html,1993-02-18,77.0,204.0,2011.0,15.0,ok,
canaais01,https://www.basketball-reference.com/players/c/canaais01.html,isaiah-canaan-1,https://www.sports-reference.com/cbb/players/isaiah-canaan-1.html,1991-05-21,72.0,200.0,,,ok,
cartemi01,https://www.basketball-reference.com/players/c/cartemi01.html,michael-carter-williams-1,https://www.sports-reference.com/cbb/players/michael-carter-williams-1.html,1991-10-10,78.0,205.0,2011.0,25.0,ok,
chrisdi01,https://www.basketball-reference.com/players/c/chrisdi01.html,dionte-christmas-1,https://www.sports-reference.com/cbb/players/dionte-christmas-1.html,1986-09-15,77.0,205.0,,,ok,
clarkia01,https://www.basketball-reference.com/players/c/clarkia01.html,ian-clark-1,https://www.sports-reference.com/cbb/players/ian-clark-1.html,1991-03-07,75.0,175.0,,,ok,
covinro01,https://www.basketball-reference.com/players/c/covinro01.html,robert-covington-1,https://www.sports-reference.com/cbb/players/robert-covington-1.html,1990-12-14,79.0,209.0,,,ok,
crabbal01,https://www.basketball-reference.com/players/c/crabbal01.html,allen-crabbe-1,https://www.sports-reference.com/cbb/players/allen-crabbe-1.html,1992-04-09,77.0,212.0,2010.0,71.0,ok,
curryse01,https://www.basketball-reference.com/players/c/curryse01.html,seth-curry-1,https://www.sports-reference.com/cbb/players/seth-curry-1.html,1990-08-23,73.0,185.0,,,ok,
danietr01,https://www.basketball-reference.com/players/d/danietr01.html,troy-daniels-1,https://www.sports-reference.com/cbb/players/troy-daniels-1.html,1991-07-15,76.0,200.0,,,ok,
datomlu01,https://www.basketball-reference.com/players/d/datomlu01.html,,,1987-11-27,80.0,215.0,,,ok,
daviebr01,https://www.basketball-reference.com/players/d/daviebr01.html,brandon-davies-1,https://www.sports-reference.com/cbb/players/brandon-davies-1.html,1991-07-25,82.0,240.0,,,ok,
dedmode01,https://www.basketball-reference.com/players/d/dedmode01.html,dewayne-dedmon-1,https://www.sports-reference.com/cbb/players/dewayne-dedmon-1.html,1989-08-12,82.0,245.0,,,ok,
dellama01,https://www.basketball-reference.com/players/d/dellama01.html,matthew-dellavedova-1,https://www.sports-reference.com/cbb/players/matthew-dellavedova-1.html,1990-09-08,75.0,200.0,,,ok,
dienggo01,https://www.basketball-reference.com/players/d/dienggo01.html,gorgui-dieng-1,https://www.sports-reference.com/cbb/players/gorgui-dieng-1.html,1990-01-18,82.0,252.0,2010.0,69.0,ok,
edwarsh01,https://www.basketball-reference.com/players/e/edwarsh01.html,shane-edwards-1,https://www.sports-reference.com/cbb/players/shane-edwards-1.html,1987-05-31,79.0,220.0,,,ok,
favervi01,https://www.basketball-reference.com/players/f/favervi01.html,,,1988-05-05,83.0,260.0,,,ok,
felixca01,https://www.basketball-reference.com/players/f/felixca01.html,carrick-felix-1,https://www.sports-reference.com/cbb/players/carrick-felix-1.html,1990-08-17,78.0,201.0,,,ok,
frankja01,https://www.basketball-reference.com/players/f/frankja01.html,jamaal-franklin-1,https://www.sports-reference.com/cbb/players/jamaal-franklin-1.html,1991-07-21,77.0,191.0,,,ok,
goberru01,https://www.basketball-reference.com/players/g/goberru01.html,,,1992-06-26,85.0,258.0,,,ok,
